cfg_kind,cfg_n_steps,cfg_sigma,cfg_mu,cfg_phi,cfg_garch_alpha,cfg_garch_beta,cfg_break_step,cfg_vol_mult,cfg_mean_shift,cfg_innov,cfg_t_dof,cfg_label,exp_id,ewma_lambda,n_test,method,family,aci_gamma,coverage,mean_width,median_width,width_vs_oracle,frac_unbounded,cov_vol_low,width_ratio_vol_low,cov_vol_mid,width_ratio_vol_mid,cov_vol_high,width_ratio_vol_high,vol_cov_spread,cov_pre_break,cov_post_break,hole_depth,recovery_steps,recovered,cov_post_0_60,cov_post_60_150,cov_post_150_300,cov_post_300_600
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,split_norm,conformal,,0.898,0.02154497877148817,0.021284131055093327,1.1450227486238833,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,cqr,conformal,,0.8933333333333333,0.01955908443284768,0.019386370033424707,1.0394810250406634,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,raw_qr,baseline,,0.8806666666666667,0.018323760460656657,0.01810338798973901,0.9738288809804889,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,param_gauss,baseline,,0.896,0.020040956965607967,0.01999438385844903,1.0650904729681643,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_abs_g0.005,aci,0.005,0.9006666666666666,0.0205891970149162,0.020548032202643708,1.0942270683123816,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_norm_g0.005,aci,0.005,0.9006666666666666,0.021842816172927517,0.021634166038565862,1.1608515226345768,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_abs_g0.01,aci,0.01,0.9006666666666666,0.02046553010174645,0.020334769267376575,1.08765470496344,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_norm_g0.01,aci,0.01,0.9,0.021704136437193818,0.02154198802863246,1.1534812924815365,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_abs_g0.02,aci,0.02,0.9006666666666666,0.02048778222082141,0.020213697877093817,1.0888373091709518,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_norm_g0.02,aci,0.02,0.9,0.021687186917706797,0.021409565983091128,1.152580498584419,0.0,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_abs_g0.05,aci,0.05,0.9006666666666666,0.02101681657107333,0.019969821633677082,1.1169532043995674,0.004666666666666667,,,,,,,,,,,,,,,,
iid,2371,0.005929724207619174,0.00047883631370401704,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,1,0.9300922516847557,1500,aci_norm_g0.05,aci,0.05,0.8993333333333333,0.022620789290629124,0.021844855586549937,1.2021974402627265,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,oracle,oracle,,0.9046666666666666,0.020326586640870416,0.020326586640870413,1.0,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,split_abs,conformal,,0.8973333333333333,0.020822645133926402,0.02088161582534669,1.0244044168271011,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,split_norm,conformal,,0.9026666666666666,0.021448257529830695,0.02123759114201484,1.055182451868478,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,cqr,conformal,,0.896,0.02037460652297861,0.020267072998935813,1.0023624174071433,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,raw_qr,baseline,,0.8686666666666667,0.0187332118223931,0.018916275261690766,0.9216112942802933,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,param_gauss,baseline,,0.882,0.01995682432533623,0.019992366372425067,0.9818089322094686,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_abs_g0.005,aci,0.005,0.8993333333333333,0.0209687574770356,0.02091286427517565,1.0315926548569636,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_norm_g0.005,aci,0.005,0.8986666666666666,0.021278655826424308,0.020975114300062818,1.046838615965141,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_abs_g0.01,aci,0.01,0.8986666666666666,0.021029159953640533,0.02091286427517565,1.034564254450743,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_norm_g0.01,aci,0.01,0.8986666666666666,0.02137774895389316,0.020981249878301952,1.0517136660273882,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_abs_g0.02,aci,0.02,0.8993333333333333,0.021036830880472392,0.02088161582534669,1.034941638365091,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_norm_g0.02,aci,0.02,0.8986666666666666,0.021796336628087724,0.021435428889297642,1.0723067779743256,0.0,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_abs_g0.05,aci,0.05,0.8993333333333333,0.02116337848316249,0.02081068072499784,1.0411673566780537,0.008666666666666666,,,,,,,,,,,,,,,,
iid,2371,0.006178843608881832,5.729476311907097e-05,0.0,0.0,0.0,-1,1.0,0.0,gaussian,0.0,iid,2,0.916669956289681,1500,aci_norm_g0.05,aci,0.05,0.8993333333333333,0.02220700965937583,0.02134029467838161,1.0925105159921182,0.006,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,oracle,oracle,,0.914,0.0336230910645162,0.03362309106451619,1.0,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,split_abs,conformal,,0.902,0.03362934333210732,0.03333631121432978,1.0001859516003193,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,split_norm,conformal,,0.8973333333333333,0.035518680096872854,0.03435634765638679,1.0563775956445942,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,cqr,conformal,,0.908,0.032805231595357545,0.0325570573548202,0.9756756608846782,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,raw_qr,baseline,,0.8913333333333333,0.031103194601344874,0.030717906628769616,0.92505458649426,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,param_gauss,baseline,,0.904,0.03365532855605833,0.03331721938207789,1.000958790239728,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_abs_g0.005,aci,0.005,0.9026666666666666,0.03410075277002701,0.034142217923929546,1.0142063590939416,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_norm_g0.005,aci,0.005,0.9006666666666666,0.035463758352059935,0.03415722406060712,1.0547441424707757,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_abs_g0.01,aci,0.01,0.9013333333333333,0.033866729961368996,0.033895078097481185,1.0072461778242017,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_norm_g0.01,aci,0.01,0.9,0.03592166530364326,0.0344437824172316,1.068362966234025,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_abs_g0.02,aci,0.02,0.9006666666666666,0.03492230188215255,0.034368038539948485,1.0386404335979529,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_norm_g0.02,aci,0.02,0.8993333333333333,0.03645606436528173,0.034413880490893486,1.0842567774429068,0.0,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_abs_g0.05,aci,0.05,0.9,0.03522220102952907,0.03309227532451357,1.0475598737172764,0.018666666666666668,,,,,,,,,,,,,,,,
iid,2371,0.010595956729933024,-0.00021954577425965547,0.0,0.0,0.0,-1,1.0,0.0,student_t,6.0,iid,3,0.9109095969356177,1500,aci_norm_g0.05,aci,0.05,0.8993333333333333,0.037798259771988946,0.035245425329935506,1.1241756357100368,0.016,,,,,,,,,,,,,,,,
iid,2371,0.01882743733894004,-0.0015419797496565423,0.0,0.0,0.0,-1,1.0,0.0,student_t,10.0,iid,4,0.9108135045751254,1500,oracle,oracle,,0.8973333333333333,0.06104286374541571,0.061042863745415725,1.0,0.0,,,,,,,,,,,,,,,,
iid,2371,0.01882743733894004,-0.0015419797496565423,0.0,0.0,0.0,-1,1.0,0.0,student_t,10.0,iid,4,0.9108135045751254,1500,split_abs,conformal,,0.902,0.0660590512183147,0.06592416476401189,1.0821748385498329,0.0,,,,,,,,,,,,,,,,
iid,2371,0.01882743733894004,-0.0015419797496565423,0.0,0.0,0.0,-1,1.0,0.0,student_t,10.0,iid,4,0.9108135045751254,1500,split_norm,conformal,,0.9013333333333333,0.068341375573288,0.06714527675969179,1.119563719328623,0.0,,,,,,,,,,,,,,,,
